Dates,S&P 500 Net (Total Return) Index (^SPXNTR) - Index Value
Dec-14-2018,4604.27
Dec-17-2018,4508.80
Dec-18-2018,4509.39
Dec-19-2018,4440.26
Dec-20-2018,4370.30
Dec-21-2018,4280.32
Dec-24-2018,4164.50
Dec-26-2018,4371.10
Dec-27-2018,4408.80
Dec-28-2018,4403.83
Dec-31-2018,4441.63
Jan-02-2019,4447.28
Jan-03-2019,4337.99
Jan-04-2019,4486.93
Jan-07-2019,4518.39
Jan-08-2019,4562.27
Jan-09-2019,4581.99
Jan-10-2019,4602.70
Jan-11-2019,4602.02
Jan-14-2019,4578.20
Jan-15-2019,4627.35
Jan-16-2019,4637.71
Jan-17-2019,4673.23
Jan-18-2019,4734.94
Jan-22-2019,4668.04
Jan-23-2019,4678.32
Jan-24-2019,4684.86
Jan-25-2019,4724.74
Jan-28-2019,4687.66
Jan-29-2019,4680.89
Jan-30-2019,4754.05
Jan-31-2019,4795.64
Feb-01-2019,4800.40
Feb-04-2019,4832.98
Feb-05-2019,4855.77
Feb-06-2019,4845.30
Feb-07-2019,4800.45
Feb-08-2019,4804.81
Feb-11-2019,4808.25
Feb-12-2019,4870.47
Feb-13-2019,4885.48
Feb-14-2019,4873.71
Feb-15-2019,4926.98
Feb-19-2019,4934.62
Feb-20-2019,4944.06
Feb-21-2019,4926.93
Feb-22-2019,4958.62
Feb-25-2019,4965.21
Feb-26-2019,4961.33
Feb-27-2019,4959.17
Feb-28-2019,4946.19
Mar-01-2019,4980.49
Mar-04-2019,4961.24
Mar-05-2019,4955.74
Mar-06-2019,4923.57
Mar-07-2019,4884.29
Mar-08-2019,4874.20
Mar-11-2019,4945.72
Mar-12-2019,4960.50
Mar-13-2019,4995.21
Mar-14-2019,4992.06
Mar-15-2019,5017.08
Mar-18-2019,5035.71
Mar-19-2019,5035.16
Mar-20-2019,5020.49
Mar-21-2019,5075.16
Mar-22-2019,4979.14
Mar-25-2019,4975.23
Mar-26-2019,5010.96
Mar-27-2019,4987.74
Mar-28-2019,5006.19
Mar-29-2019,5040.06
Apr-01-2019,5098.40
Apr-02-2019,5098.62
Apr-03-2019,5109.58
Apr-04-2019,5121.05
Apr-05-2019,5144.83
Apr-08-2019,5150.28
Apr-09-2019,5120.12
Apr-10-2019,5138.23
Apr-11-2019,5138.47
Apr-12-2019,5172.80
Apr-15-2019,5169.62
Apr-16-2019,5172.25
Apr-17-2019,5160.86
Apr-18-2019,5169.09
Apr-22-2019,5174.42
Apr-23-2019,5220.34
Apr-24-2019,5208.91
Apr-25-2019,5206.99
Apr-26-2019,5231.50
Apr-29-2019,5237.27
Apr-30-2019,5242.36
May-01-2019,5203.06
May-02-2019,5192.15
May-03-2019,5242.56
May-06-2019,5219.43
May-07-2019,5133.27
May-08-2019,5125.13
May-09-2019,5110.89
May-10-2019,5131.14
May-13-2019,5007.45
May-14-2019,5048.00
May-15-2019,5078.19
May-16-2019,5124.38
May-17-2019,5094.84
May-20-2019,5060.51
May-21-2019,5103.59
May-22-2019,5089.25
May-23-2019,5028.98
May-24-2019,5036.32
May-28-2019,4994.15
May-29-2019,4959.73
May-30-2019,4970.62
May-31-2019,4905.71
Jun-03-2019,4892.16
Jun-04-2019,4997.20
Jun-05-2019,5038.41
Jun-06-2019,5070.29
Jun-07-2019,5123.86
Jun-10-2019,5147.75
Jun-11-2019,5146.14
Jun-12-2019,5135.71
Jun-13-2019,5157.83
Jun-14-2019,5150.01
Jun-17-2019,5154.83
Jun-18-2019,5205.03
Jun-19-2019,5220.57
Jun-20-2019,5270.37
Jun-21-2019,5263.95
Jun-24-2019,5254.84
Jun-25-2019,5204.95
Jun-26-2019,5198.52
Jun-27-2019,5218.95
Jun-28-2019,5249.16
Jul-01-2019,5289.47
Jul-02-2019,5305.10
Jul-03-2019,5346.70
Jul-05-2019,5337.43
Jul-08-2019,5311.68
Jul-09-2019,5319.33
Jul-10-2019,5343.37
Jul-11-2019,5355.59
Jul-12-2019,5380.70
Jul-15-2019,5381.64
Jul-16-2019,5363.44
Jul-17-2019,5328.47
Jul-18-2019,5347.94
Jul-19-2019,5315.05
Jul-22-2019,5330.18
Jul-23-2019,5366.75
Jul-24-2019,5392.05
Jul-25-2019,5363.70
Jul-26-2019,5403.37
Jul-29-2019,5394.65
Jul-30-2019,5381.12
Jul-31-2019,5322.64
Aug-01-2019,5275.12
Aug-02-2019,5237.03
Aug-05-2019,5081.27
Aug-06-2019,5147.69
Aug-07-2019,5151.73
Aug-08-2019,5249.32
Aug-09-2019,5215.16
Aug-12-2019,5152.25
Aug-13-2019,5229.65
Aug-14-2019,5077.50
Aug-15-2019,5090.69
Aug-16-2019,5164.72
Aug-19-2019,5227.45
Aug-20-2019,5186.35
Aug-21-2019,5229.27
Aug-22-2019,5226.73
Aug-23-2019,5091.14
Aug-26-2019,5147.50
Aug-27-2019,5131.02
Aug-28-2019,5164.74
Aug-29-2019,5230.88
Aug-30-2019,5234.73
Sep-03-2019,5198.88
Sep-04-2019,5255.55
Sep-05-2019,5324.78
Sep-06-2019,5329.77
Sep-09-2019,5329.57
Sep-10-2019,5331.41
Sep-11-2019,5370.14
Sep-12-2019,5386.19
Sep-13-2019,5383.32
Sep-16-2019,5366.56
Sep-17-2019,5380.43
Sep-18-2019,5382.30
Sep-19-2019,5382.63
Sep-20-2019,5356.46
Sep-23-2019,5355.94
Sep-24-2019,5311.16
Sep-25-2019,5343.87
Sep-26-2019,5331.12
Sep-27-2019,5303.32
Sep-30-2019,5330.28
Oct-01-2019,5265.10
Oct-02-2019,5170.83
Oct-03-2019,5212.96
Oct-04-2019,5287.09
Oct-07-2019,5263.43
Oct-08-2019,5181.61
Oct-09-2019,5229.93
Oct-10-2019,5263.57
Oct-11-2019,5321.49
Oct-14-2019,5314.11
Oct-15-2019,5367.03
Oct-16-2019,5356.55
Oct-17-2019,5371.64
Oct-18-2019,5350.68
Oct-21-2019,5387.56
Oct-22-2019,5368.45
Oct-23-2019,5383.87
Oct-24-2019,5394.22
Oct-25-2019,5416.25
Oct-28-2019,5446.48
Oct-29-2019,5442.00
Oct-30-2019,5460.01
Oct-31-2019,5443.77
Nov-01-2019,5496.70
Nov-04-2019,5517.11
Nov-05-2019,5510.58
Nov-06-2019,5514.73
Nov-07-2019,5531.60
Nov-08-2019,5546.48
Nov-11-2019,5535.57
Nov-12-2019,5544.45
Nov-13-2019,5548.53
Nov-14-2019,5554.17
Nov-15-2019,5597.59
Nov-18-2019,5600.47
Nov-19-2019,5597.39
Nov-20-2019,5577.13
Nov-21-2019,5568.54
Nov-22-2019,5580.70
Nov-25-2019,5623.07
Nov-26-2019,5635.51
Nov-27-2019,5659.51
Nov-29-2019,5637.69
Dec-02-2019,5589.17
Dec-03-2019,5552.19
Dec-04-2019,5587.71
Dec-05-2019,5597.17
Dec-06-2019,5648.50
Dec-09-2019,5630.96
Dec-10-2019,5624.91
Dec-11-2019,5641.31
Dec-12-2019,5690.25
Dec-13-2019,5691.36
Dec-16-2019,5732.15
Dec-17-2019,5734.10
Dec-18-2019,5731.96
Dec-19-2019,5757.78
Dec-20-2019,5786.47
Dec-23-2019,5791.47
Dec-24-2019,5790.63
Dec-26-2019,5820.70
Dec-27-2019,5820.96
Dec-30-2019,5787.84
Dec-31-2019,5805.15
Jan-02-2020,5854.29
Jan-03-2020,5813.39
Jan-06-2020,5833.95
Jan-07-2020,5818.01
Jan-08-2020,5846.66
Jan-09-2020,5886.66
Jan-10-2020,5869.86
Jan-13-2020,5910.82
Jan-14-2020,5902.27
Jan-15-2020,5913.38
Jan-16-2020,5963.00
Jan-17-2020,5986.13
Jan-21-2020,5970.33
Jan-22-2020,5972.20
Jan-23-2020,5979.32
Jan-24-2020,5925.37
Jan-27-2020,5832.16
Jan-28-2020,5890.88
Jan-29-2020,5885.86
Jan-30-2020,5904.93
Jan-31-2020,5800.72
Feb-03-2020,5842.87
Feb-04-2020,5930.40
Feb-05-2020,5997.21
Feb-06-2020,6017.86
Feb-07-2020,5986.18
Feb-10-2020,6030.68
Feb-11-2020,6041.02
Feb-12-2020,6080.21
Feb-13-2020,6071.65
Feb-14-2020,6083.54
Feb-18-2020,6066.04
Feb-19-2020,6095.32
Feb-20-2020,6072.27
Feb-21-2020,6008.54
Feb-24-2020,5807.70
Feb-25-2020,5631.92
Feb-26-2020,5610.68
Feb-27-2020,5363.66
Feb-28-2020,5320.09
Mar-02-2020,5565.11
Mar-03-2020,5408.80
Mar-04-2020,5637.28
Mar-05-2020,5446.87
Mar-06-2020,5354.10
Mar-09-2020,4947.73
Mar-10-2020,5192.23
Mar-11-2020,4938.75
Mar-12-2020,4469.70
Mar-13-2020,4885.86
Mar-16-2020,4300.48
Mar-17-2020,4558.41
Mar-18-2020,4322.14
Mar-19-2020,4342.72
Mar-20-2020,4154.93
Mar-23-2020,4033.22
Mar-24-2020,4411.95
Mar-25-2020,4462.86
Mar-26-2020,4741.55
Mar-27-2020,4581.83
Mar-30-2020,4735.92
Mar-31-2020,4660.43
Apr-01-2020,4454.73
Apr-02-2020,4556.95
Apr-03-2020,4488.39
Apr-06-2020,4804.11
Apr-07-2020,4796.45
Apr-08-2020,4960.61
Apr-09-2020,5032.93
Apr-13-2020,4982.14
Apr-14-2020,5134.89
Apr-15-2020,5022.00
Apr-16-2020,5051.23
Apr-17-2020,5186.72
Apr-20-2020,5093.96
Apr-21-2020,4937.81
Apr-22-2020,5051.13
Apr-23-2020,5048.69
Apr-24-2020,5119.05
Apr-27-2020,5194.43
Apr-28-2020,5167.23
Apr-29-2020,5304.71
Apr-30-2020,5255.98
May-01-2020,5108.90
May-04-2020,5130.64
May-05-2020,5177.01
May-06-2020,5141.17
May-07-2020,5201.60
May-08-2020,5290.06
May-11-2020,5291.02
May-12-2020,5182.94
May-13-2020,5092.68
May-14-2020,5152.14
May-15-2020,5172.75
May-18-2020,5336.13
May-19-2020,5280.52
May-20-2020,5369.14
May-21-2020,5327.65
May-22-2020,5340.84
May-26-2020,5406.53
May-27-2020,5486.77
May-28-2020,5475.65
May-29-2020,5502.60
Jun-01-2020,5523.44
Jun-02-2020,5568.91
Jun-03-2020,5645.31
Jun-04-2020,5627.15
Jun-05-2020,5774.70
Jun-08-2020,5844.31
Jun-09-2020,5799.02
Jun-10-2020,5768.22
Jun-11-2020,5428.68
Jun-12-2020,5500.74
Jun-15-2020,5546.59
Jun-16-2020,5651.83
Jun-17-2020,5631.48
Jun-18-2020,5634.97
Jun-19-2020,5603.87
Jun-22-2020,5640.27
Jun-23-2020,5664.58
Jun-24-2020,5518.15
Jun-25-2020,5578.82
Jun-26-2020,5443.71
Jun-29-2020,5524.13
Jun-30-2020,5609.56
Jul-01-2020,5637.85
Jul-02-2020,5664.33
Jul-06-2020,5754.30
Jul-07-2020,5692.07
Jul-08-2020,5736.68
Jul-09-2020,5705.44
Jul-10-2020,5765.17
Jul-13-2020,5711.20
Jul-14-2020,5788.29
Jul-15-2020,5840.94
Jul-16-2020,5821.18
Jul-17-2020,5837.97
Jul-20-2020,5887.05
Jul-21-2020,5896.99
Jul-22-2020,5930.98
Jul-23-2020,5858.23
Jul-24-2020,5822.05
Jul-27-2020,5865.12
Jul-28-2020,5827.20
Jul-29-2020,5899.63
Jul-30-2020,5878.17
Jul-31-2020,5923.70
Aug-03-2020,5966.37
Aug-04-2020,5987.91
Aug-05-2020,6026.42
Aug-06-2020,6065.62
Aug-07-2020,6070.35
Aug-10-2020,6087.05
Aug-11-2020,6038.56
Aug-12-2020,6123.71
Aug-13-2020,6112.24
Aug-14-2020,6111.50
Aug-17-2020,6128.18
Aug-18-2020,6142.96
Aug-19-2020,6116.62
Aug-20-2020,6136.09
Aug-21-2020,6157.46
Aug-24-2020,6219.81
Aug-25-2020,6242.23
Aug-26-2020,6305.91
Aug-27-2020,6316.74
Aug-28-2020,6359.71
Aug-31-2020,6346.27
Sep-01-2020,6394.11
Sep-02-2020,6492.84
Sep-03-2020,6265.62
Sep-04-2020,6214.66
Sep-08-2020,6042.35
Sep-09-2020,6164.30
Sep-10-2020,6056.11
Sep-11-2020,6059.54
Sep-14-2020,6138.09
Sep-15-2020,6170.20
Sep-16-2020,6141.86
Sep-17-2020,6090.25
Sep-18-2020,6022.21
Sep-21-2020,5952.74
Sep-22-2020,6015.37
Sep-23-2020,5872.98
Sep-24-2020,5890.73
Sep-25-2020,5984.98
Sep-28-2020,6081.41
Sep-29-2020,6052.68
Sep-30-2020,6102.78
Oct-01-2020,6135.54
Oct-02-2020,6076.84
Oct-05-2020,6186.52
Oct-06-2020,6100.16
Oct-07-2020,6206.42
Oct-08-2020,6257.44
Oct-09-2020,6312.54
Oct-12-2020,6416.17
Oct-13-2020,6375.71
Oct-14-2020,6333.92
Oct-15-2020,6324.37
Oct-16-2020,6325.30
Oct-19-2020,6222.02
Oct-20-2020,6251.50
Oct-21-2020,6237.87
Oct-22-2020,6270.80
Oct-23-2020,6292.49
Oct-26-2020,6175.55
Oct-27-2020,6156.94
Oct-28-2020,5939.67
Oct-29-2020,6010.99
Oct-30-2020,5938.52
Nov-02-2020,6011.73
Nov-03-2020,6118.53
Nov-04-2020,6253.68
Nov-05-2020,6376.21
Nov-06-2020,6374.95
Nov-09-2020,6449.94
Nov-10-2020,6441.67
Nov-11-2020,6490.95
Nov-12-2020,6427.11
Nov-13-2020,6515.01
Nov-16-2020,6590.96
Nov-17-2020,6560.04
Nov-18-2020,6485.02
Nov-19-2020,6510.91
Nov-20-2020,6466.73
Nov-23-2020,6503.69
Nov-24-2020,6608.86
Nov-25-2020,6598.55
Nov-27-2020,6614.84
Nov-30-2020,6585.16
Dec-01-2020,6659.53
Dec-02-2020,6671.89
Dec-03-2020,6668.59
Dec-04-2020,6727.81
Dec-07-2020,6714.80
Dec-08-2020,6733.62
Dec-09-2020,6680.33
Dec-10-2020,6672.09
Dec-11-2020,6663.75
Dec-14-2020,6635.55
Dec-15-2020,6721.35
Dec-16-2020,6733.28
Dec-17-2020,6772.27
Dec-18-2020,6748.83
Dec-21-2020,6722.62
Dec-22-2020,6709.04
Dec-23-2020,6714.12
Dec-24-2020,6738.36
Dec-28-2020,6797.13
Dec-29-2020,6782.00
Dec-30-2020,6791.62
Dec-31-2020,6835.73
Jan-04-2021,6735.12
Jan-05-2021,6783.39
Jan-06-2021,6822.20
Jan-07-2021,6924.53
Jan-08-2021,6963.18
Jan-11-2021,6917.52
Jan-12-2021,6920.41
Jan-13-2021,6936.25
Jan-14-2021,6910.77
Jan-15-2021,6861.15
Jan-19-2021,6917.16
Jan-20-2021,7013.55
Jan-21-2021,7016.19
Jan-22-2021,6995.11
Jan-25-2021,7020.41
Jan-26-2021,7009.98
Jan-27-2021,6829.99
Jan-28-2021,6897.14
Jan-29-2021,6764.58
Feb-01-2021,6873.16
Feb-02-2021,6968.75
Feb-03-2021,6975.78
Feb-04-2021,7051.98
Feb-05-2021,7079.99
Feb-08-2021,7132.48
Feb-09-2021,7125.39
Feb-10-2021,7123.06
Feb-11-2021,7135.91
Feb-12-2021,7169.78
Feb-16-2021,7166.32
Feb-17-2021,7164.84
Feb-18-2021,7133.39
Feb-19-2021,7120.44
Feb-22-2021,7065.80
Feb-23-2021,7074.77
Feb-24-2021,7155.14
Feb-25-2021,6980.69
Feb-26-2021,6948.10
Mar-01-2021,7113.52
Mar-02-2021,7056.07
Mar-03-2021,6964.12
Mar-04-2021,6871.54
Mar-05-2021,7005.71
Mar-08-2021,6968.21
Mar-09-2021,7067.31
Mar-10-2021,7110.18
Mar-11-2021,7184.45
Mar-12-2021,7192.99
Mar-15-2021,7239.91
Mar-16-2021,7228.68
Mar-17-2021,7249.54
Mar-18-2021,7142.78
Mar-19-2021,7139.01
Mar-22-2021,7189.16
Mar-23-2021,7134.33
Mar-24-2021,7095.62
Mar-25-2021,7132.96
Mar-26-2021,7251.64
Mar-29-2021,7245.36
Mar-30-2021,7223.00
Mar-31-2021,7249.57
Apr-01-2021,7335.29
Apr-05-2021,7441.90
Apr-06-2021,7434.89
Apr-07-2021,7445.96
Apr-08-2021,7478.59
Apr-09-2021,7536.39
Apr-12-2021,7535.00
Apr-13-2021,7559.83
Apr-14-2021,7529.56
Apr-15-2021,7613.21
Apr-16-2021,7640.68
Apr-19-2021,7600.13
Apr-20-2021,7548.61
Apr-21-2021,7618.86
Apr-22-2021,7549.11
Apr-23-2021,7631.79
Apr-26-2021,7645.39
Apr-27-2021,7643.79
Apr-28-2021,7637.37
Apr-29-2021,7689.31
Apr-30-2021,7634.42
May-03-2021,7655.40
May-04-2021,7604.28
May-05-2021,7609.65
May-06-2021,7672.63
May-07-2021,7730.11
May-10-2021,7649.55
May-11-2021,7583.27
May-12-2021,7421.34
May-13-2021,7512.57
May-14-2021,7625.07
May-17-2021,7605.78
May-18-2021,7541.65
May-19-2021,7520.20
May-20-2021,7600.06
May-21-2021,7594.30
May-24-2021,7670.10
May-25-2021,7653.89
May-26-2021,7668.32
May-27-2021,7677.72
May-28-2021,7684.30
Jun-01-2021,7680.69
Jun-02-2021,7692.36
Jun-03-2021,7665.33
Jun-04-2021,7733.10
Jun-07-2021,7727.06
Jun-08-2021,7728.52
Jun-09-2021,7714.64
Jun-10-2021,7750.80
Jun-11-2021,7766.03
Jun-14-2021,7781.47
Jun-15-2021,7766.01
Jun-16-2021,7724.23
Jun-17-2021,7721.00
Jun-18-2021,7619.94
Jun-21-2021,7726.88
Jun-22-2021,7766.47
Jun-23-2021,7758.07
Jun-24-2021,7803.63
Jun-25-2021,7829.72
Jun-28-2021,7847.84
Jun-29-2021,7850.50
Jun-30-2021,7861.08
Jul-01-2021,7902.50
Jul-02-2021,7962.48
Jul-06-2021,7946.64
Jul-07-2021,7973.34
Jul-08-2021,7906.17
Jul-09-2021,7995.42
Jul-12-2021,8023.01
Jul-13-2021,7994.81
Jul-14-2021,8004.80
Jul-15-2021,7978.80
Jul-16-2021,7918.65
Jul-19-2021,7793.09
Jul-20-2021,7911.41
Jul-21-2021,7976.62
Jul-22-2021,7993.12
Jul-23-2021,8074.47
Jul-26-2021,8093.77
Jul-27-2021,8055.65
Jul-28-2021,8054.19
Jul-29-2021,8088.73
Jul-30-2021,8045.45
Aug-02-2021,8030.63
Aug-03-2021,8096.53
Aug-04-2021,8059.08
Aug-05-2021,8107.88
Aug-06-2021,8122.12
Aug-09-2021,8114.93
Aug-10-2021,8122.98
Aug-11-2021,8143.26
Aug-12-2021,8168.80
Aug-13-2021,8182.16
Aug-16-2021,8203.76
Aug-17-2021,8146.19
Aug-18-2021,8059.71
Aug-19-2021,8070.22
Aug-20-2021,8136.19
Aug-23-2021,8206.07
Aug-24-2021,8218.37
Aug-25-2021,8236.69
Aug-26-2021,8188.92
Aug-27-2021,8261.24
Aug-30-2021,8297.19
Aug-31-2021,8286.66
Sep-01-2021,8289.63
Sep-02-2021,8314.10
Sep-03-2021,8311.47
Sep-07-2021,8283.42
Sep-08-2021,8272.69
Sep-09-2021,8235.09
Sep-10-2021,8171.76
Sep-13-2021,8190.41
Sep-14-2021,8144.75
Sep-15-2021,8213.93
Sep-16-2021,8201.37
Sep-17-2021,8126.66
Sep-20-2021,7988.73
Sep-21-2021,7982.50
Sep-22-2021,8058.49
Sep-23-2021,8156.51
Sep-24-2021,8168.50
Sep-27-2021,8145.94
Sep-28-2021,7980.36
Sep-29-2021,7993.43
Sep-30-2021,7898.61
Oct-01-2021,7989.41
Oct-04-2021,7885.99
Oct-05-2021,7969.62
Oct-06-2021,8002.34
Oct-07-2021,8070.04
Oct-08-2021,8054.68
Oct-11-2021,7999.39
Oct-12-2021,7980.05
Oct-13-2021,8004.28
Oct-14-2021,8141.49
Oct-15-2021,8202.23
Oct-18-2021,8229.91
Oct-19-2021,8290.85
Oct-20-2021,8321.28
Oct-21-2021,8346.64
Oct-22-2021,8337.78
Oct-25-2021,8377.39
Oct-26-2021,8392.66
Oct-27-2021,8350.36
Oct-28-2021,8432.73
Oct-29-2021,8449.82
Nov-01-2021,8465.10
Nov-02-2021,8496.26
Nov-03-2021,8551.15
Nov-04-2021,8587.69
Nov-05-2021,8620.36
Nov-08-2021,8628.08
Nov-09-2021,8598.32
Nov-10-2021,8528.93
Nov-11-2021,8533.63
Nov-12-2021,8595.83
Nov-15-2021,8595.99
Nov-16-2021,8629.54
Nov-17-2021,8608.28
Nov-18-2021,8637.96
Nov-19-2021,8626.01
Nov-22-2021,8599.00
Nov-23-2021,8613.32
Nov-24-2021,8633.35
Nov-26-2021,8437.28
Nov-29-2021,8549.04
Nov-30-2021,8387.72
Dec-01-2021,8289.11
Dec-02-2021,8407.69
Dec-03-2021,8336.93
Dec-06-2021,8434.90
Dec-07-2021,8609.64
Dec-08-2021,8636.33
Dec-09-2021,8575.05
Dec-10-2021,8656.99
Dec-13-2021,8578.03
Dec-14-2021,8514.81
Dec-15-2021,8654.14
Dec-16-2021,8578.73
Dec-17-2021,8490.80
Dec-20-2021,8394.16
Dec-21-2021,8543.83
Dec-22-2021,8631.44
Dec-23-2021,8685.27
Dec-27-2021,8805.68
Dec-28-2021,8796.79
Dec-29-2021,8809.13
Dec-30-2021,8783.36
Dec-31-2021,8760.59
Jan-03-2022,8816.47
Jan-04-2022,8811.32
Jan-05-2022,8640.91
Jan-06-2022,8633.02
Jan-07-2022,8599.15
Jan-10-2022,8586.76
Jan-11-2022,8665.41
Jan-12-2022,8689.92
Jan-13-2022,8566.81
Jan-14-2022,8573.95
Jan-18-2022,8416.38
Jan-19-2022,8334.94
Jan-20-2022,8243.39
Jan-21-2022,8087.53
Jan-24-2022,8109.94
Jan-25-2022,8011.26
Jan-26-2022,7999.32
Jan-27-2022,7956.62
Jan-28-2022,8151.01
Jan-31-2022,8305.05
Feb-01-2022,8362.08
Feb-02-2022,8440.93
Feb-03-2022,8235.32
Feb-04-2022,8278.76
Feb-07-2022,8248.24
Feb-08-2022,8317.59
Feb-09-2022,8439.07
Feb-10-2022,8286.94
Feb-11-2022,8129.96
Feb-14-2022,8099.14
Feb-15-2022,8227.50
Feb-16-2022,8235.52
Feb-17-2022,8061.85
Feb-18-2022,8004.91
Feb-22-2022,7923.79
Feb-23-2022,7777.93
Feb-24-2022,7894.70
Feb-25-2022,8071.95
Feb-28-2022,8052.85
Mar-01-2022,7928.39
Mar-02-2022,8076.39
Mar-03-2022,8034.66
Mar-04-2022,7971.30
Mar-07-2022,7736.08
Mar-08-2022,7680.26
Mar-09-2022,7878.47
Mar-10-2022,7845.17
Mar-11-2022,7743.79
Mar-14-2022,7687.50
Mar-15-2022,7852.20
Mar-16-2022,8028.10
Mar-17-2022,8127.56
Mar-18-2022,8222.41
Mar-21-2022,8219.14
Mar-22-2022,8312.04
Mar-23-2022,8210.36
Mar-24-2022,8328.63
Mar-25-2022,8370.86
Mar-28-2022,8430.68
Mar-29-2022,8534.02
Mar-30-2022,8480.92
Mar-31-2022,8348.57
Apr-01-2022,8377.04
Apr-04-2022,8444.86
Apr-05-2022,8339.81
Apr-06-2022,8258.79
Apr-07-2022,8294.65
Apr-08-2022,8272.76
Apr-11-2022,8133.14
Apr-12-2022,8105.53
Apr-13-2022,8197.19
Apr-14-2022,8097.64
Apr-18-2022,8095.98
Apr-19-2022,8226.07
Apr-20-2022,8221.07
Apr-21-2022,8100.25
Apr-22-2022,7875.62
Apr-25-2022,7920.57
Apr-26-2022,7697.69
Apr-27-2022,7713.89
Apr-28-2022,7905.11
Apr-29-2022,7618.67
May-02-2022,7661.94
May-03-2022,7699.00
May-04-2022,7928.98
May-05-2022,7646.90
May-06-2022,7604.30
May-09-2022,7361.08
May-10-2022,7379.20
May-11-2022,7257.91
May-12-2022,7250.31
May-13-2022,7423.95
May-16-2022,7394.91
May-17-2022,7544.35
May-18-2022,7240.81
May-19-2022,7199.11
May-20-2022,7200.25
May-23-2022,7334.46
May-24-2022,7274.97
May-25-2022,7343.81
May-26-2022,7490.01
May-27-2022,7676.26
May-31-2022,7628.57
Jun-01-2022,7572.03
Jun-02-2022,7712.51
Jun-03-2022,7586.81
Jun-06-2022,7610.66
Jun-07-2022,7683.29
Jun-08-2022,7600.55
Jun-09-2022,7420.18
Jun-10-2022,7204.34
Jun-13-2022,6925.06
Jun-14-2022,6900.62
Jun-15-2022,7001.46
Jun-16-2022,6774.34
Jun-17-2022,6789.35
Jun-21-2022,6955.80
Jun-22-2022,6946.83
Jun-23-2022,7013.26
Jun-24-2022,7227.70
Jun-27-2022,7206.37
Jun-28-2022,7061.20
Jun-29-2022,7056.72
Jun-30-2022,6995.73
Jul-01-2022,7069.62
Jul-05-2022,7081.72
Jul-06-2022,7107.12
Jul-07-2022,7214.05
Jul-08-2022,7208.46
Jul-11-2022,7125.45
Jul-12-2022,7059.67
Jul-13-2022,7028.31
Jul-14-2022,7007.86
Jul-15-2022,7142.43
Jul-18-2022,7082.70
Jul-19-2022,7278.58
Jul-20-2022,7321.58
Jul-21-2022,7394.24
Jul-22-2022,7325.30
Jul-25-2022,7334.93
Jul-26-2022,7250.30
Jul-27-2022,7440.00
Jul-28-2022,7530.92
Jul-29-2022,7638.48
Aug-01-2022,7616.96
Aug-02-2022,7566.23
Aug-03-2022,7684.64
Aug-04-2022,7679.14
Aug-05-2022,7667.34
Aug-08-2022,7657.95
Aug-09-2022,7625.75
Aug-10-2022,7788.34
Aug-11-2022,7784.32
Aug-12-2022,7919.86
Aug-15-2022,7951.48
Aug-16-2022,7966.67
Aug-17-2022,7910.01
Aug-18-2022,7928.81
Aug-19-2022,7826.69
Aug-22-2022,7659.77
Aug-23-2022,7642.70
Aug-24-2022,7665.09
Aug-25-2022,7773.23
Aug-26-2022,7511.52
Aug-29-2022,7461.70
Aug-30-2022,7379.82
Aug-31-2022,7323.17
Sep-01-2022,7346.00
Sep-02-2022,7267.53
Sep-06-2022,7238.04
Sep-07-2022,7370.93
Sep-08-2022,7420.29
Sep-09-2022,7534.07
Sep-12-2022,7613.80
Sep-13-2022,7284.75
Sep-14-2022,7310.82
Sep-15-2022,7228.60
Sep-16-2022,7176.76
Sep-19-2022,7226.02
Sep-20-2022,7144.63
Sep-21-2022,7022.67
Sep-22-2022,6963.71
Sep-23-2022,6843.82
Sep-26-2022,6773.06
Sep-27-2022,6759.00
Sep-28-2022,6892.23
Sep-29-2022,6747.31
Sep-30-2022,6645.87
Oct-03-2022,6817.92
Oct-04-2022,7026.86
Oct-05-2022,7013.16
Oct-06-2022,6942.55
Oct-07-2022,6748.30
Oct-10-2022,6697.73
Oct-11-2022,6654.15
Oct-12-2022,6632.38
Oct-13-2022,6805.20
Oct-14-2022,6644.35
Oct-17-2022,6820.30
Oct-18-2022,6898.34
Oct-19-2022,6852.30
Oct-20-2022,6798.36
Oct-21-2022,6959.74
Oct-24-2022,7042.44
Oct-25-2022,7157.03
Oct-26-2022,7104.22
Oct-27-2022,7061.10
Oct-28-2022,7235.48
Oct-31-2022,7181.73
Nov-01-2022,7152.33
Nov-02-2022,6973.53
Nov-03-2022,6900.33
Nov-04-2022,6995.34
Nov-07-2022,7062.69
Nov-08-2022,7102.27
Nov-09-2022,6955.75
Nov-10-2022,7341.72
Nov-11-2022,7409.56
Nov-14-2022,7344.51
Nov-15-2022,7408.89
Nov-16-2022,7348.94
Nov-17-2022,7327.30
Nov-18-2022,7362.32
Nov-21-2022,7334.31
Nov-22-2022,7434.04
Nov-23-2022,7478.29
Nov-25-2022,7476.32
Nov-28-2022,7360.89
Nov-29-2022,7349.62
Nov-30-2022,7578.48
Dec-01-2022,7572.78
Dec-02-2022,7564.16
Dec-05-2022,7428.87
Dec-06-2022,7322.10
Dec-07-2022,7308.58
Dec-08-2022,7364.29
Dec-09-2022,7310.38
Dec-12-2022,7414.79
Dec-13-2022,7469.06
Dec-14-2022,7424.85
Dec-15-2022,7240.18
